seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr17	45783300	45785895	2596	*	10.635	0.053	709	CRHR1, LINC02210-CRHR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	27222894	27227632	4739	*	10.626	0.161	710		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr4	110636170	110637804	1635	*	10.611	0.017	711	PITX2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	75198783	75201367	2585	*	10.601	0.023	712	TACR1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr22	50529356	50532711	3356	*	10.58	0.064	713	ODF3B, TYMP	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	45866387	45868315	1929	*	10.561	0.06	714		cpg_islands, cpg_shores, intergenic
chr11	44314519	44332743	18225	*	10.56	0.06	715		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr3	43994232	43999866	5635	*	10.557	0.002	716	AC006058.2, AC006058.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode, promoters
chr1	27633881	27634833	953	*	10.55	0.004	717	FGR	cpg_islands, cpg_shores, introns
chr2	44923829	44931460	7632	*	10.542	0.015	718	LINC01833, AC012354.3	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr13	33015801	33017799	1999	*	10.531	0.025	719	KL	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	57764724	57767128	2405	*	10.53	0.049	720	CYP27B1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr20	2692158	2694174	2017	*	10.511	0.07	721	EBF4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	232925085	232928838	3754	*	10.486	0.002	722	NGEF	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	19344895	19346917	2023	*	10.484	0	723		cpg_islands, cpg_shores, intergenic
chr20	25056738	25059348	2611	*	10.484	0.02	724	ACSS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	45419609	45423950	4342	*	10.484	0.002	725	RUNX2, AL096865.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	50634331	50635465	1135	*	10.475	-0.008	726	ABCC3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	46881179	46885082	3904	*	10.467	0.012	727	MYL3, PTH1R	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	53951486	53957127	5642	*	10.458	0.005	728	BMP4, AL138479.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	54224816	54237930	13115	*	10.458	0.001	729	PDGFRA	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr3	186360629	186363272	2644	*	10.444	0.085	730	DGKG	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	37629703	37636485	6783	*	10.433	-0.023	731	RSPO1	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	65791582	65794725	3144	*	10.431	-0.001	732	PDE4B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	38206606	38211557	4952	*	10.417	-0.011	733	SSTR1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	85047556	85049025	1470	*	10.411	0.043	734	MCOLN3, DNAI3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	5417509	5430481	12973	*	10.41	0.003	735	TNRC18, LINC02983, AC092171.1, AC092171.3, AC092171.4, AC092171.5, AC093620.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr3	184603995	184604921	927	*	10.387	-0.029	736		cpg_islands, cpg_shores, intergenic
chr20	2748342	2753271	4930	*	10.358	0.082	737	EBF4	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	41456744	41460528	3785	*	10.357	0.01	738	RGCC	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	118977787	118980935	3149	*	10.332	0.203	739	TBX15	cpg_islands, cpg_shores, introns
chr10	70458136	70458911	776	*	10.329	0.032	740		cpg_islands, cpg_shores, intergenic
chr14	72891301	72895274	3974	*	10.323	0.017	741	DPF3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	66445896	66446638	743	*	10.306	0	742	MEIS1	cpg_islands, cpg_shores, enhancers_fantom, introns
chr17	81391896	81401541	9646	*	10.286	-0.074	743	BAHCC1, MIR4740, AC110285.6	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	48482979	48485085	2107	*	10.27	0.132	744	SLC10A4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	135037271	135057948	20678	*	10.257	-0.031	745	EPIST, PITX1-AS1, C5orf66, C5orf66-AS1	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	89749770	89751545	1776	*	10.25	0.016	746	MESP1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	116741045	116743722	2678	*	10.245	0.016	747	HSPA12A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	68229033	68233333	4301	*	10.245	0.06	748	WLS	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	64887786	64889535	1750	*	10.243	0.051	749	LOC441239, ZNF273, AC073349.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr17	44965992	44969226	3235	*	10.232	0.056	750	C1QL1, NMT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	112037754	112086041	48288	*	10.222	0.014	751	SOX1, SOX1-OT, AL356961.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr12	114479568	114481703	2136	*	10.222	0.038	752		cpg_inter, enhancers_fantom, intergenic
chr1	111988470	111991789	3320	*	10.216	0.027	753	KCND3, LINC01750	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	10302092	10304631	2540	*	10.211	-0.001	754	HPCAL1, LOC101929691, AC007240.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	19533295	19534861	1567	*	10.209	0.047	755	SLC47A1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	4297107	4300432	3326	*	10.197	-0.002	756	GLIS3, GLIS3-AS2, AL162419.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr3	62377790	62383820	6031	*	10.196	0.067	757		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr18	23688848	23690590	1743	*	10.162	0.067	758	LAMA3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	101049840	101050746	907	*	10.159	-0.065	759		cpg_islands, cpg_shores, intergenic
chr6	137491184	137503183	12000	*	10.148	0.031	760	OLIG3	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr10	99514540	99525682	11143	*	10.14	0.068	761		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, intergenic
chr1	35576772	35578584	1813	*	10.137	0.173	762	TFAP2E, TFAP2E-AS1, AC004865.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	30921585	30923106	1522	*	10.137	0.066	763	ADAP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	71465331	71468294	2964	*	10.136	0.018	764	DYSF	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	30874216	30875878	1663	*	10.135	0.053	765	COCH	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	1004190	1005466	1277	*	10.103	0.009	766	AC116351.2	cpg_islands, exons, firstexons, lncrna_gencode, promoters
chr6	75201264	75209619	8356	*	10.102	-0.091	767	COL12A1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr15	37096338	37103446	7109	*	10.102	0.038	768	MEIS2, AC078909.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr3	184601772	184602946	1175	*	10.08	0.401	769		cpg_islands, cpg_shores, intergenic
chr10	133234930	133239185	4256	*	10.079	0.024	770	VENTX	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	14346276	14349245	2970	*	10.071	0.02	771	NFIB, AL136366.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	112137733	112140791	3059	*	10.07	-0.001	772	FBLN7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	320413	323918	3506	*	10.07	-0.056	773	AHRR, PDCD6-AHRR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	142845282	142847660	2379	*	10.065	0.034	774	INPP4B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	181673453	181688136	14684	*	10.059	0.077	775	NEUROD1, CERKL, AC013733.2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr3	147418737	147419585	849	*	10.036	0.06	776	LOC440982	cpg_islands, cpg_shores, enhancers_fantom, introns
chr10	23182695	23216125	33431	*	10.031	0.004	777	C10orf67, PTF1A	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr4	42396500	42399065	2566	*	10.028	0.102	778	SHISA3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	35345471	35347028	1558	*	10.01	0.093	779		cpg_inter, enhancers_fantom, intergenic
chr11	16610415	16620397	9983	*	9.998	0.017	780	SOX6, LOC105376571	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr5	132812293	132814626	2334	*	9.988	0.071	781	SOWAHA	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr7	151166879	151169428	2550	*	9.96	0.046	782	GBX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	30006147	30007691	1545	*	9.94	0.015	783	HLA-J, POLR1HASP	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	100878993	100880866	1874	*	9.936	-0.007	784	ALDH1A3, GCAWKR, AC015712.5	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	100566927	100570608	3682	*	9.928	0.02	785	BEGAIN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	134794735	134798094	3360	*	9.9	0.009	786	EPHB1, AC016931.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101059573	101063494	3922	*	9.891	-0.001	787	KAZALD1, AL133215.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	69566614	69570240	3627	*	9.881	0.018	788	LRRC7	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr15	40927496	40931311	3816	*	9.881	0.024	789	DLL4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr18	21240670	21243548	2879	*	9.878	0.068	790	GREB1L, GREB1L-DT, AC022809.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	101772599	101776945	4347	*	9.878	0.051	791	FGF8	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr19	41920725	41927001	6277	*	9.868	0.029	792	ARHGEF1, ERFL	3UTRs, cpg_inter, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	50966398	50972059	5662	*	9.868	0.025	793	LINC02106, AC008808.1, AC008808.2	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr12	54080961	54083202	2242	*	9.856	0.112	794	LOC100240735, FLJ12825, AC023794.1, AC023794.3	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	897353	914749	17397	*	9.852	0.033	795	ADCYAP1, AP000894.2, AP000894.3	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr22	19146959	19154097	7139	*	9.845	0.024	796	GSC2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr19	6587020	6591948	4929	*	9.842	0.021	797	CD70	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	31820090	31822366	2277	*	9.829	0.022	798	PAX6-AS1, RCN1, PAUPAR	cpg_islands, cpg_shores, introns, lncrna_gencode
chr6	28764368	28792129	27762	*	9.824	0.03	799		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr13	36430226	36433442	3217	*	9.794	0.03	800	CCNA1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	52312948	52315780	2833	*	9.791	-0.059	801	PTGER2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	99229081	99236590	7510	*	9.781	0.083	802	HPSE2	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	185007967	185028434	20468	*	9.771	-0.03	803	HELT	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr7	288880	291870	2991	*	9.744	0.049	804	FOXL3-OT1, FOXL3	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	149450744	149451756	1013	*	9.742	0.054	805	ZC3H12D	cpg_islands, cpg_shores, exons, introns
chr4	121379934	121381176	1243	*	9.708	0.072	806	QRFPR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	43572459	43582944	10486	*	9.707	0.054	807	HSD17B12, MIR129-2, AC068205.1, AC068205.2	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr11	110710710	110713558	2849	*	9.703	0.023	808	ARHGAP20	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	119008119	119010417	2299	*	9.703	0.214	809		cpg_islands, cpg_shores, intergenic
chr1	998123	1002497	4375	*	9.694	0.07	810	HES4, ISG15	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	2416501	2419833	3333	*	9.682	0.008	811	CFAP99, ZFYVE28	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	135533550	135541922	8373	*	9.654	-0.045	812	NEUROG1, SLC25A48	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr8	76677334	76678642	1309	*	9.645	0.087	813	LOC107986952, ZFHX4-AS1	cpg_inter, cpg_shelves, enhancers_fantom, introns, lncrna_gencode
chr6	45663366	45664188	823	*	9.638	0.098	814	RUNX2	3UTRs, cpg_islands, cpg_shores, exons
chr17	79607979	79616133	8155	*	9.633	0.007	815	RBFOX3	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr4	146630834	146655943	25110	*	9.633	0.051	816	POU4F2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr8	76672831	76675008	2178	*	9.631	0.018	817	ZFHX4-AS1, LOC107986952	cpg_inter, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	63048042	63051708	3667	*	9.614	0.01	818	OTX1, EHBP1-AS1, AC007098.1	5UTRs, cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr2	232348734	232352832	4099	*	9.598	-0.067	819		cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr8	76680822	76684147	3326	*	9.596	0.028	820	ZFHX4, LOC107986952, ZFHX4-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr10	117151664	117170627	18964	*	9.591	0.066	821	MIR3663, MIR3663HG	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	218958791	218964932	6142	*	9.59	0.073	822	CDK5R2, AC097468.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	6422690	6425715	3026	*	9.568	0.026	823	ESPN, HES2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	22162170	22164050	1881	*	9.552	0.084	824	SFTPC	3UTRs, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr13	20159366	20162222	2857	*	9.55	0.067	825	GJA3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	124857459	124873140	15682	*	9.536	0.049	826	ROBO3	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr20	36092013	36094864	2852	*	9.533	0.008	827	EPB41L1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	61056463	61057977	1515	*	9.524	0.034	828	LOC105378764, NFIA, NFIA-AS2	cpg_shelves, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	183797061	183798979	1919	*	9.499	0.091	829	STOX2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr11	72243564	72247635	4072	*	9.483	0.035	830	PHOX2A	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	94246592	94248138	1547	*	9.48	0.009	831	ARHGAP29-AS1, ARHGAP29, AC097059.1	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr1	24932065	24932781	717	*	9.476	-0.002	832	RUNX3	cpg_islands, cpg_shores, introns
chr6	149984667	149997682	13016	*	9.467	-0.03	833		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, intergenic
chr2	170711397	170712516	1120	*	9.45	0.018	834	LINC01124, ERICH2-DT, AC007405.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode
chr9	95515532	95517676	2145	*	9.449	0.046	835	PTCH1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	26121434	26126981	5548	*	9.443	-0.003	836	BHLHE41, SSPN, LOC105369705, AC022509.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	21391555	21400989	9435	*	9.433	0.092	837	NKX2-4, LOC105372558, AL158013.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr1	18624189	18667473	43285	*	9.43	-0.053	838	PAX7	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr16	163459	171240	7782	*	9.43	0.032	839	HBM	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr1	62318359	62319645	1287	*	9.43	0.064	840	KANK4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	198079891	198081940	2050	*	9.418	0.05	841	ANKRD18DP	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	219357880	219359303	1424	*	9.407	0.139	842		cpg_islands, cpg_shores, exons, firstexons, intergenic, promoters
chr16	56642947	56643955	1009	*	9.396	0.148	843	MT1DP	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr22	41913331	41918439	5109	*	9.387	0.053	844	SHISA8	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr3	129003392	129005295	1904	*	9.384	-0.196	845	EFCC1, CFAP92	cpg_islands, cpg_shores, exons, introns, promoters
chr5	181114419	181115664	1246	*	9.373	0.003	846		cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons
chr2	100818100	100821144	3045	*	9.368	0.022	847	NPAS2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	98844206	98846126	1921	*	9.355	0.046	848		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr18	75202463	75205198	2736	*	9.336	0.039	849	PTGR3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns
chr4	112512638	112525720	13083	*	9.333	0.041	850	NEUROG2, NEUROG2-AS1, AC023886.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	140145564	140146427	864	*	9.332	0.045	851		cpg_islands, cpg_shores, intergenic
chr10	22436562	22438381	1820	*	9.322	0.027	852	LOC105376449	cpg_islands, cpg_shores, enhancers_fantom, introns
chr17	76382415	76386739	4325	*	9.319	-0.008	853	PRPSAP1, SPHK1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	95348945	95350148	1204	*	9.319	0.222	854	FANCC	cpg_islands, cpg_shores, introns
chr4	8887701	8891426	3726	*	9.313	-0.048	855		cpg_shelves, cpg_shores, intergenic
chr19	41909394	41916338	6945	*	9.304	0.022	856	ERFL, ARHGEF1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, introns
chr12	57475247	57476637	1391	*	9.304	0.036	857	ARHGAP9	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	30224379	30230625	6247	*	9.295	-0.005	858	ZNF536, AC005597.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr3	129974214	129981557	7344	*	9.285	-0.108	859	TRH	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr17	39224441	39226734	2294	*	9.272	0.023	860	STAC2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	120210003	120212846	2844	*	9.262	0.007	861	OAF	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr3	55480815	55483358	2544	*	9.261	-0.002	862	WNT5A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr6	29975334	29977632	2299	*	9.254	0.096	863	HCG9, POLR1HASP	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr3	184378766	184381916	3151	*	9.215	0.085	864	CHRD, THPO	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	11042674	11045060	2387	*	9.205	0.033	865	ELOVL2, ELOVL2-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr14	70186840	70189858	3019	*	9.188	0.02	866	SLC8A3, LOC646548, AL160191.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	67013244	67014857	1614	*	9.174	-0.01	867		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr2	170812162	170819004	6843	*	9.172	0.014	868	GAD1, ERICH2-DT, AC007405.1, AC007405.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr15	55740522	55744235	3714	*	9.161	0.016	869	PRTG	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	67392690	67395015	2326	*	9.139	0.008	870	ZDHHC1, TPPP3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	110150130	110152011	1882	*	9.108	0.01	871	SLC6A17	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	139700911	139706466	5556	*	9.106	0.035	872	KCNK9	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	232521945	232524874	2930	*	9.1	0.019	873	PRSS56	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr11	124717618	124720416	2799	*	9.098	0.045	874		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr14	77497836	77499887	2052	*	9.084	0.052	875	ISM2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	72619746	72624209	4464	*	9.082	-0.021	876	KCNQ5, KCNQ5-DT, KCNQ5-IT1, FO393414.3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	45888076	45889204	1129	*	9.075	0.112	877	IGFBP1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr13	78577830	78611243	33414	*	9.075	0.074	878	POU4F1, LOC780529, OBI1-AS1, AL445209.1, RNF219-AS1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	174714619	174725882	11264	*	9.065	0.035	879	MSX2	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr8	20302682	20304416	1735	*	9.048	0.051	880	LZTS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	142448648	142453653	5006	*	9.047	0.009	881	ADGRB1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	27306116	27308729	2614	*	9.044	0.104	882	TRIM54, UCN	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	238163287	238164467	1181	*	9.032	0.019	883	ERFE	cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	129436484	129438231	1748	*	9.023	0.039	884	LOC105376291, AL353803.1, AL353803.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	75667110	75669471	2362	*	9.02	0.044	885	MAP6	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr14	92513223	92515128	1906	*	9.001	-0.023	886	RIN3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	44949266	44950866	1601	*	8.998	0.114	887		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr1	209674938	209676158	1221	*	8.986	0.053	888	G0S2, HSD11B1-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	64034931	64037142	2212	*	8.972	0.021	889	FLRT1, MACROD1, AP000721.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
