seqnames	start	end	width	strand	pr	delta	number	Annotated.gene.symbols	Detected.Features
chr1	53737607	53740045	2439	*	15.308	0.002	787	GLIS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr19	3364125	3364396	272	*	15.3	0.022	788	NFIC	cpg_shelves, introns
chr4	4226273	4228207	1935	*	15.268	0.025	789	OTOP1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	49336514	49337590	1077	*	15.259	-0.001	790	C1QL4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr9	99828416	99828647	232	*	15.248	0.208	791	NR4A3, LOC107987011, STX17-AS1	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr5	3594063	3596827	2765	*	15.248	0.037	792	IRX1, AC016595.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	93059860	93060280	421	*	15.248	-0.037	793	AL358613.1, CYP26C1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	6448640	6450175	1536	*	15.227	0.005	794	UBE2QL1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr8	22703408	22703948	541	*	15.218	0.033	795	LOC107986926, LOC107986925, AC055854.1, AC105046.2	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr6	98842419	98846126	3708	*	15.216	0.095	796		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr17	61409235	61412942	3708	*	15.207	0.029	797	TBX2, LINC02875, TBX2-AS1, C17orf82	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	70789510	70790912	1403	*	15.196	0.027	798	FIGLA	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	79836029	79846340	10312	*	15.194	-0.015	799	CBX4	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr15	76345819	76347263	1445	*	15.188	0.02	800		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr19	39263786	39264201	416	*	15.179	-0.005	801		cpg_shores, promoters
chr2	111116914	111119680	2767	*	15.158	0.046	802	ACOXL, BCL2L11, MIR4435-2HG, ACOXL-AS1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr17	81803539	81805866	2328	*	15.143	-0.007	803	GCGR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	1246443	1250217	3775	*	15.13	0.029	804		cpg_islands, cpg_shelves, cpg_shores, intergenic
chr3	172447193	172450216	3024	*	15.09	0.085	805	GHSR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr18	12253659	12255005	1347	*	15.085	0.024	806	CIDEA	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	41865368	41867544	2177	*	15.06	0.046	807		cpg_islands, cpg_shores, intergenic
chr1	170661047	170665215	4169	*	15.041	0.045	808	PRRX1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	93594643	93602696	8054	*	15.031	0.027	809	AC106818.1	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	44951802	44956135	4334	*	15.018	0.006	810	AC012354.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr11	124745374	124747147	1774	*	14.994	0.016	811	NRGN, AP000866.5	3UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	147506430	147509622	3193	*	14.985	0.002	812	SAMD5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	150189855	150190634	780	*	14.983	0.032	813	SLC6A7	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	136202711	136203972	1262	*	14.973	0.034	814	LHX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	45008825	45010822	1998	*	14.947	-0.004	815	SIX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr3	27720860	27732150	11291	*	14.911	0.023	816	EOMES	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr11	64299092	64301520	2429	*	14.91	-0.004	817	KCNK4, KCNK4-TEX40, CATSPERZ, AP001453.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr5	37836503	37840737	4235	*	14.883	0.009	818	GDNF, GDNF-AS1, LINC02110	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	70884276	70889530	5255	*	14.878	0.056	819	LINC01143	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	49773013	49776128	3116	*	14.877	-0.004	820	VWC2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	41913805	41915642	1838	*	14.875	0.015	821	SHISA8	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	27088225	27088962	738	*	14.867	0.115	822		cpg_islands, cpg_shores, intergenic
chr12	102953843	102966844	13002	*	14.866	0.016	823	ASCL1, PAH	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, promoters
chr17	81959047	81961707	2661	*	14.863	-0.006	824	NOTUM	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	218892167	218898939	6773	*	14.863	-0.012	825	WNT10A	3UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr5	135489788	135489880	93	*	14.857	0.374	826	SLC25A48	cpg_islands, introns
chr2	218958911	218962570	3660	*	14.85	0.013	827	CDK5R2, AC097468.2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	89358443	89365647	7205	*	14.805	0.01	828	MIR9-3HG, AC133637.1, AC133637.2	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	137493127	137496941	3815	*	14.802	0.062	829	OLIG3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, promoters
chr17	35486959	35497004	10046	*	14.794	0.096	830	SLFN12L, AC015911.11	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	67155135	67155733	599	*	14.759	0.008	831	TRADD	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr22	29313932	29316009	2078	*	14.751	0.012	832	RASL10A	5UTRs, cpg_islands, exons, firstexons, introns, promoters
chr6	133240436	133244010	3575	*	14.749	0.01	833	EYA4	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr12	119593239	119596148	2910	*	14.747	0.018	834	TMEM233, LOC105370027, AC002070.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	91263112	91266012	2901	*	14.74	0.008	835	FZD1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr15	28106286	28107767	1482	*	14.728	0.02	836		cpg_islands, cpg_shores, intergenic
chr8	10728186	10731385	3200	*	14.727	0.021	837	SOX7, LOC102723313, AC105001.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	48491007	48491114	108	*	14.724	0.081	838	ZAR1	cpg_islands, exons, firstexons
chr12	130160032	130163503	3472	*	14.693	0.011	839	FZD10, FZD10-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	20670940	20672542	1603	*	14.682	0.056	840	GDF7	3UTRs, cpg_islands, cpg_shores, exons
chr8	26864322	26867516	3195	*	14.648	0.035	841	ADRA1A	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	523248	525767	2520	*	14.623	0.017	842	SLC9A3, LOC107986395, AC106772.2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	1171222	1173635	2414	*	14.61	0.058	843	LOC100130872, SPON2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	222423486	222425220	1735	*	14.592	0.021	844	SGPP2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	320457	322579	2123	*	14.536	0.029	845	AHRR, PDCD6-AHRR	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr17	38562155	38562308	154	*	14.533	0.017	846	SRCIN1	cpg_islands, exons
chr13	20191647	20194667	3021	*	14.531	-0.006	847	GJB2, AL138688.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	9514076	9516952	2877	*	14.511	0.032	848	LAMP5, LAMP5-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr18	75203661	75205215	1555	*	14.506	-0.002	849	PTGR3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns
chr18	47259719	47264864	5146	*	14.493	0.049	850	AC051635.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	10397799	10420923	23125	*	14.493	0.005	851	TFAP2A, TFAP2A-AS1, TFAP2A-AS2, AL138885.3	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	143699774	143701876	2103	*	14.487	0.034	852	FREM3, LOC101927636, LOC105377459, AC107223.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr9	123999112	124002347	3236	*	14.482	0.021	853	LHX2	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	99828731	99829020	290	*	14.455	0.076	854	NR4A3, LOC107987011, STX17-AS1	cpg_islands, exons, introns, lncrna_gencode
chr5	150166523	150167451	929	*	14.447	0.054	855	CDX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr15	96334550	96336644	2095	*	14.442	-0.123	856	NR2F2	cpg_shelves, cpg_shores, exons, introns
chr2	172105640	172106952	1313	*	14.433	0.018	857	DLX2-DT	cpg_islands, cpg_shores, exons, introns, lncrna_gencode
chr14	105480005	105480226	222	*	14.429	0.016	858	CRIP2	3UTRs, cpg_shores, exons, intergenic
chr20	63101835	63103336	1502	*	14.42	0.001	859	HAR1A, HAR1B	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	31771951	31773011	1061	*	14.413	0.008	860		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr17	48554994	48555866	873	*	14.412	-0.037	861	HOXB3, HOXB-AS3	5UTRs, cpg_shores, exons, introns, lncrna_gencode
chr5	50968627	50969954	1328	*	14.403	0.022	862	LINC02106, AC008808.1	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	96345203	96346097	895	*	14.328	-0.012	863	AC103746.1	cpg_islands, cpg_shores, exons, intergenic, lncrna_gencode
chr6	116764810	116765920	1111	*	14.317	0.039	864	FAM162B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	22066382	22067269	888	*	14.315	0.008	865	DMTN	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr8	52938595	52942152	3558	*	14.306	0	866	NPBWR1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	27223843	27226024	2182	*	14.295	-0.006	867		cpg_islands, cpg_shores, intergenic
chr6	5084258	5086448	2191	*	14.295	0.016	868	PPP1R3G	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr10	72087099	72088718	1620	*	14.29	0.019	869	SPOCK2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	96992484	96993201	718	*	14.28	0.22	870	DLX6-AS1	cpg_inter, introns, lncrna_gencode
chr7	114082946	114083284	339	*	14.268	0.219	871		cpg_shores
chr13	27960014	27961923	1910	*	14.246	-0.001	872	CDX2	3UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic
chr11	2868568	2870191	1624	*	14.242	0.109	873	KCNQ1DN	cpg_islands, cpg_shores, exons, firstexons, lncrna_gencode, promoters
chr1	39683708	39684380	673	*	14.22	0.015	874	HPCAL4	cpg_islands, cpg_shores, exons, introns
chr1	231160900	231164059	3160	*	14.214	0.02	875	TRIM67	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr16	49274435	49285026	10592	*	14.205	0.019	876	CBLN1, LOC102724859, LOC105371241, AC007614.1, AC044798.3	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr10	92688822	92690899	2078	*	14.197	0.03	877	HHEX	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr2	72142896	72150712	7817	*	14.196	0.005	878	CYP26B1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr7	64889664	64889772	109	*	14.194	-0.018	879	LOC441239, ZNF273, AC073349.1	cpg_islands, exons, firstexons, introns, lncrna_gencode
chr20	3082448	3083480	1033	*	14.194	-0.003	880	AVP	3UTRs, cpg_islands, exons, intergenic, introns
chr5	180589747	180591920	2174	*	14.185	-0.009	881	SCGB3A1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr6	149985295	149991818	6524	*	14.183	0.03	882		cpg_inter, cpg_islands, cpg_shelves, cpg_shores, intergenic
chr20	56626111	56627039	929	*	14.162	-0.008	883		cpg_islands, exons, firstexons
chr18	498964	501234	2271	*	14.131	0.016	884	COLEC12	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	1227420	1228351	932	*	14.127	0.066	885		cpg_shores, intergenic
chr20	58855786	58856591	806	*	14.126	-0.056	886	GNAS	cpg_islands, cpg_shores, exons, introns
chr17	17723356	17724958	1603	*	14.121	0.021	887	RAI1	5UTRs, cpg_islands, exons, introns
chr14	36502616	36504647	2032	*	14.061	0.097	888	SFTA3, AL132857.1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr7	97022968	97025260	2293	*	14.047	-0.005	889	DLX5	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	108443	118194	9752	*	14.036	0.029	890	FOXD4, LINC01388, AL449043.1	3UTRs, 5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	54091129	54092508	1380	*	14.016	0.002	891	PDGFRA	cpg_islands, cpg_shores, enhancers_fantom, introns
chr12	106580558	106587928	7371	*	13.975	0.007	892	RFX4, LOC100287944, AC079385.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	27210360	27211019	660	*	13.965	0.073	893	AC004080.7	cpg_shelves, exons, intergenic, introns, lncrna_gencode
chr5	73445752	73452315	6564	*	13.922	0.022	894	FOXD1, FOXD1-AS1, LINC01385	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr20	25081013	25082291	1279	*	13.918	0.088	895	VSX1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	135050238	135050846	609	*	13.895	0.146	896	PITX1-AS1, C5orf66	cpg_islands, cpg_shores, introns, lncrna_gencode
chr4	54225636	54234989	9354	*	13.863	0.004	897	PDGFRA	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	967031	973778	6748	*	13.843	0.062	898	DMRT1	3UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, intergenic, introns
chr4	110609314	110615889	6576	*	13.834	0.046	899	PANCR	cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr2	14632034	14635972	3939	*	13.821	0	900	LRATD1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	48489813	48490944	1132	*	13.816	0.062	901	ZAR1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, promoters
chr2	118843218	118843351	134	*	13.812	0.215	902	EN1	cpg_islands, exons, introns
chr10	27741502	27747222	5721	*	13.799	0.037	903	MKX, MKX-AS1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	143427838	143431742	3905	*	13.786	0.009	904	MAFA	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	88682201	88695084	12884	*	13.784	0.05	905	LINC00461, MEF2C-AS2, AC008525.1, AC008525.2	cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr7	27136375	27136930	556	*	13.775	0.029	906	HOXA-AS3, HOXA3, AC004080.6	cpg_shelves, enhancers_fantom, introns, lncrna_gencode
chr2	119156190	119159231	3042	*	13.774	0.007	907	C1QL2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr10	22334421	22341857	7437	*	13.77	0.035	908	AL158211.3	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, lncrna_gencode, promoters
chr10	101046899	101047515	617	*	13.758	0.053	909		cpg_shores, intergenic
chr5	159103849	159108004	4156	*	13.737	0.021	910	LOC107986467, LINC02202, AC134043.2	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	6418479	6420937	2459	*	13.736	-0.005	911	HES2	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr6	136920659	136923098	2440	*	13.73	0.019	912	SLC35D3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr2	176187274	176193587	6314	*	13.715	0.013	913	HOXD1, HAGLR, MIR7704, AC009336.2	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr17	49992258	49996354	4097	*	13.714	-0.007	914	DLX3	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	69567717	69579912	12196	*	13.701	0.012	915	NEUROG3, LOC101929021, AL450311.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr15	96325602	96327730	2129	*	13.694	-0.014	916	NR2F2, NR2F2-AS1	5UTRs, cpg_shelves, exons, firstexons, introns, lncrna_gencode, promoters
chr9	34628607	34629553	947	*	13.683	0.007	917	ARID3C	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr5	1444183	1444347	165	*	13.675	-0.027	918	SLC6A3	cpg_islands, introns
chr6	144007993	144008056	64	*	13.632	-0.139	919	HYMAI, PLAGL1	cpg_islands, exons, firstexons, introns, lncrna_gencode, promoters
chr7	155802593	155806126	3534	*	13.625	0.044	920	SHH	3UTRs, cpg_islands, cpg_shores, exons, introns
chr10	75431227	75431606	380	*	13.614	-0.055	921	LOC107984293, AC010997.2, LRMDA	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	1663874	1668173	4300	*	13.603	0.009	922	ELFN1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr9	17905478	17907641	2164	*	13.602	0.035	923	ADAMTSL1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr10	104638584	104643247	4664	*	13.594	0.002	924	SORCS3	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	45974182	45979515	5334	*	13.577	-0.006	925	WNT7B	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr1	46485416	46486036	621	*	13.569	0.105	926		cpg_islands, cpg_shores
chr12	53976557	53977040	484	*	13.567	0.118	927	HOXC11	3UTRs, cpg_shores, exons
chr2	66425499	66426925	1427	*	13.566	0.006	928	MEIS1-AS3	cpg_islands, cpg_shores, enhancers_fantom, exons, intergenic, lncrna_gencode
chr17	49132297	49133460	1164	*	13.564	0.011	929	B4GALNT2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr4	13530321	13531711	1391	*	13.556	0.063	930	LINC01097	cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	47507822	47508940	1119	*	13.545	0.004	931		cpg_islands, cpg_shores, intergenic
chr6	5994287	5997822	3536	*	13.536	0.025	932		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr6	1309302	1317434	8133	*	13.518	-0.023	933	FOXQ1	3UTRs, 5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, intergenic, promoters
chr2	66580785	66582417	1633	*	13.495	0.095	934	LINC01798	cpg_islands, cpg_shores, introns, lncrna_gencode
chr2	66574617	66578807	4191	*	13.483	0.007	935	LINC01798	cpg_islands, cpg_shores, enhancers_fantom, introns, lncrna_gencode
chr17	45893810	45898106	4297	*	13.465	0.006	936	MAPT, MAPT-AS1, MAPT-IT1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr1	24925830	24933116	7287	*	13.462	0.017	937	RUNX3	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, promoters
chr10	75407680	75410848	3169	*	13.461	0.005	938	LOC101929234, ZNF503-AS2, AC010997.4, AC010997.5	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr8	142464028	142464792	765	*	13.457	0.133	939	ADGRB1	5UTRs, cpg_islands, cpg_shores, exons, firstexons
chr6	137487986	137489356	1371	*	13.449	0.063	940		cpg_islands, cpg_shores, intergenic
chr2	44925845	44930882	5038	*	13.446	0.03	941	LINC01833, AC012354.3	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr15	96362349	96363984	1636	*	13.438	0.057	942	LOC101927263, AC087477.2	cpg_shelves, cpg_shores, introns, lncrna_gencode
chr5	174720440	174723335	2896	*	13.432	-0.046	943		cpg_islands, cpg_shores, enhancers_fantom
chr17	4738083	4740195	2113	*	13.428	-0.002	944	CXCL16, ZMYND15	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr9	37033887	37038577	4691	*	13.426	0.014	945	PAX5	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr19	41925688	41926745	1058	*	13.423	0.144	946	ARHGEF1, ERFL	cpg_shelves, cpg_shores, enhancers_fantom, introns
chr10	100709456	100710637	1182	*	13.415	0.015	947		cpg_islands, cpg_shores, intergenic
chr3	13877924	13881073	3150	*	13.399	-0.006	948	WNT7A	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr22	50719917	50721127	1211	*	13.392	-0.009	949	SHANK3	3UTRs, cpg_islands, cpg_shores, exons, introns
chr2	199461436	199462004	569	*	13.388	0.133	950	SATB2, SATB2-AS1	cpg_islands, cpg_shores, introns, lncrna_gencode
chr1	65791869	65794077	2209	*	13.385	0.029	951	PDE4B	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr7	96989390	96989727	338	*	13.381	0.207	952	DLX6-AS1	cpg_inter, introns, lncrna_gencode
chr7	1224027	1227253	3227	*	13.374	0.033	953		cpg_islands, cpg_shores, intergenic
chr4	112508130	112511775	3646	*	13.353	0.017	954		cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, intergenic
chr20	21396180	21399615	3436	*	13.351	0.091	955	NKX2-4, LOC105372558, AL158013.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr16	56625078	56627713	2636	*	13.347	-0.058	956	MT1E	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, intergenic, introns, promoters
chr11	62926808	62926899	92	*	13.347	-0.062	957		cpg_islands, intergenic
chr8	64574016	64582228	8213	*	13.318	0.006	958	BHLHE22, BHLHE22-AS1, AC090136.3	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr6	50839899	50844619	4721	*	13.312	0.009	959	TFAP2B	3UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, introns
chr5	174735173	174736217	1045	*	13.308	0.009	960		cpg_islands, cpg_shores, intergenic
chr5	154483191	154487987	4797	*	13.293	0.049	961	AC026688.2	cpg_inter, cpg_shelves, cpg_shores, exons, firstexons, intergenic, introns, lncrna_gencode, promoters
chr2	44936843	44939529	2687	*	13.283	0.015	962	LINC01833	cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr4	48491190	48491341	152	*	13.283	0.244	963	ZAR1	cpg_islands, exons, firstexons, introns
chr11	20668125	20672987	4863	*	13.273	0.014	964	NELL1, AC090707.1	5UTRs, cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr7	122314578	122317286	2709	*	13.272	0.05	965		cpg_islands, cpg_shores, enhancers_fantom, intergenic
chr11	124761621	124763508	1888	*	13.237	0.008	966	ESAM, ESAM-AS1, AP000866.2	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr4	174211690	174215285	3596	*	13.235	0.07	967	LINC02268	cpg_islands, cpg_shelves, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr22	32202491	32203473	983	*	13.221	0.159	968	RFPL2	5UTRs, cpg_inter, exons, firstexons, introns, promoters
chr17	76584560	76587677	3118	*	13.217	-0.005	969	ST6GALNAC2, SNHG16	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr10	122460661	122463479	2819	*	13.196	0.001	970	HTRA1, LOC105378525, BX842242.1	5UTRs, cpg_islands, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr9	36985837	36987338	1502	*	13.189	0.007	971	PAX5	cpg_islands, cpg_shores, introns
chr2	104842349	104857957	15609	*	13.187	0.014	972	POU3F3, PANTR1, AC018730.1	3UTRs, 5UTRs, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, lncrna_gencode, promoters
chr5	76081576	76085410	3835	*	13.168	0.015	973	SV2C, SV2C-AS1, AC026774.1	5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
chr2	66583437	66583713	277	*	13.167	0.135	974	LINC01798	cpg_shores, introns, lncrna_gencode
chr15	100973231	100973857	627	*	13.155	0.115	975	LRRK1	cpg_islands, exons, introns
chr6	50711862	50726143	14282	*	13.152	0.048	976	TFAP2D	5UTRs, cpg_inter, cpg_islands, cpg_shelves, cpg_shores, enhancers_fantom, exons, firstexons, introns, promoters
chr4	46992423	46994429	2007	*	13.136	0.003	977	GABRA4, GABRB1	3UTRs, 5UTRs, cpg_islands, cpg_shores, exons, firstexons, introns, promoters
chr1	3061420	3064427	3008	*	13.129	0.007	978	PRDM16-DT	cpg_islands, cpg_shores, exons, firstexons, introns, lncrna_gencode, promoters
